Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CALCUKIDUR,1321,-0.023 [-0.026--0.02],2.659e-24,***,Calculus of kidney and ureter,Genitourinary
C3_BRONCHUS_LUNG,573,-0.023 [-0.026--0.02],4.327e-41,***,Malignant neoplasm of bronchus and lung,Neoplasms
C3_KIDNEY_NOTRENALPELVIS,209,-0.023 [-0.028--0.02],7.584e-15,***,"Malignant neoplasm of kidney, except renal pelvis",Neoplasms
O15_LABOUR_MALPOS,202,-0.023 [-0.031--0.02],0.003,**,Obstructed labour due to malposition and malpresentation of fetus,Pregnancy
N14_OTHNONINFUTER,645,-0.024 [-0.027--0.02],2.298e-38,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
J10_PLEURPLAGUE,310,-0.024 [-0.027--0.02],4.918e-56,***,Pleural plaque,Respiratory
D3_ANAEMIA_IRONDEF_NAS,859,-0.024 [-0.030--0.02],2.033e-09,***,Other and unspecified iron deficiency,Blood and immune
K11_HERNIA,6152,-0.024 [-0.028--0.02],5.198e-28,***,Hernia,Digestive
J10_EMPHYSEMA,365,-0.025 [-0.027--0.02],1.109e-90,***,Emphysema,Respiratory
M13_DEFORMDORSO,171,-0.026 [-0.036--0.02],0.035,*,Deforming dorsopathies,Musculoskeletal
H7_PTOSIS,64,-0.026 [-0.035--0.02],7.529e-05,***,Ptosis of eyelid,Eye and adnexa
I9_AORTANEUR,1277,-0.027 [-0.030--0.02],7.498e-56,***,Aortic aneurysm,Circulatory
K11_GASTRODUOULC,227,-0.027 [-0.033--0.02],3.501e-13,***,Gastroduodenal ulcer,Digestive
N14_ENDOMETRIOSIS_UTERUS,193,-0.027 [-0.032--0.02],6.134e-20,***,Adenomyosis (Endometriosis of uterus),Genitourinary
H8_NONSUPPNAS,1145,-0.027 [-0.032--0.02],4.940e-28,***,Nonsuppurative otitis media,Ear and mastoid
J10_UPPERDIS,4085,-0.029 [-0.035--0.02],3.119e-14,***,Other diseases of upper respiratory tract,Respiratory
N14_BREAST,659,-0.029 [-0.035--0.02],1.310e-14,***,Disorders of breast,Genitourinary
M13_TENDOSYNOVITISNAS,236,-0.029 [-0.034--0.02],6.100e-25,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
COPD_EARLY,512,-0.030 [-0.033--0.03],1.037e-103,***,Early onset COPD,Respiratory
H8_EXTERNAL,828,-0.031 [-0.035--0.03],2.156e-37,***,Diseases of external ear,Ear and mastoid
M13_CALCIFICTEND,177,-0.033 [-0.036--0.03],4.324e-71,***,Calcific tendinitis of shoulder,Musculoskeletal
C3_CLL_WIDE,431,-0.033 [-0.036--0.03],1.168e-119,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
L12_INFECT_SKIN,518,-0.033 [-0.046--0.02],0.037,*,Infections of the skin and subcutaneous tissue,Skin
E4_MINERAL_MET,806,-0.034 [-0.036--0.03],9.835e-257,***,Disorders of mineral metabolism,Endocrine and metabolic
J10_PNEUMOTHORAX,46,-0.036 [-0.044--0.03],1.847e-11,***,Pneumothorax,Respiratory
M13_MYALGIA,253,-0.038 [-0.048--0.03],1.029e-08,***,Myalgia,Musculoskeletal
J10_CHRONTONSADEN,5827,-0.038 [-0.042--0.03],2.586e-88,***,Chronic diseases of tonsils and adenoids,Respiratory
CD2_BENIGN_MELANOCYTIC,521,-0.038 [-0.048--0.03],7.502e-09,***,Melanocytic naevi,Neoplasms
N14_ORHCEPINDIDYMITIS,99,-0.039 [-0.049--0.03],4.306e-07,***,Orchitis and epididymitis,Genitourinary
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,-0.039 [-0.044--0.03],5.187e-48,***,Viral and other specified intestinal infections,Infectious and parasitic
I9_HEARTFAIL,682,-0.039 [-0.048--0.03],1.006e-15,***,"Heart failure, strict",Circulatory
N14_BENIGNMAMDYSP,134,-0.041 [-0.047--0.03],1.524e-29,***,Benign mammary dysplasia,Genitourinary
M13_SYNOTEND,1267,-0.042 [-0.048--0.04],1.269e-33,***,Disorders of synovium and tendon,Musculoskeletal
M13_HALLUXVALGUS,3980,-0.042 [-0.046--0.04],4.111e-119,***,Hallux valgus (acquired),Musculoskeletal
N14_MENORRHAGIA,717,-0.049 [-0.059--0.04],5.558e-18,***,Menorrhagia,Genitourinary
N14_FEMALEGENNONINF,279,-0.049 [-0.065--0.03],1.100e-04,***,Noninflammatory disorders of female genital tract,Genitourinary
CD2_LYMPHOID_LEUKAEMIA,767,-0.050 [-0.053--0.05],9.598e-266,***,Lymphoid leukaemia,Neoplasms
O15_PREG_OTHER_MAT_DISORD,1961,-0.050 [-0.057--0.04],1.452e-33,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
CD2_BENIGN_MELANOCYTIC_TRUNK,183,-0.054 [-0.058--0.05],5.582e-111,***,Melanocytic naevi of trunk,Neoplasms
N14_CHRONEPHROPATH,18,-0.054 [-0.065--0.04],3.657e-18,***,Chronic nephritic syndrome,Genitourinary
N14_OVARYCYST,986,-0.055 [-0.059--0.05],1.310e-113,***,Ovarian cyst,Genitourinary
K11_INTESTOTH,398,-0.058 [-0.071--0.05],7.818e-13,***,Other diseases of intestines,Digestive
L12_DISORDSKINAPPENDIX,424,-0.058 [-0.071--0.05],1.651e-15,***,Disorders of skin appendages,Skin
J10_SEPTDEV,498,-0.058 [-0.070--0.05],1.862e-18,***,Deviated nasal septum,Respiratory
N14_MENSIRREG,59,-0.061 [-0.077--0.04],6.532e-08,***,Irregular menses,Genitourinary
F5_ANXIETY,71,-0.063 [-0.082--0.04],6.071e-06,***,Other anxiety disorders,Mental and behavioural
J10_PLEURA,140,-0.071 [-0.083--0.06],1.005e-27,***,Other diseases of pleura,Respiratory
C_DIFFICILE_ENTEROCOLITIS,2693,-0.071 [-0.074--0.07],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
K11_FISTULA,485,-0.072 [-0.076--0.07],4.612e-249,***,Colonic or urogenital fistula,Digestive
K11_ORAL,489,-0.074 [-0.098--0.05],1.405e-04,***,"Diseases of oral cavity, salivary glands and jaws",Digestive
J10_INFLUPNEU,534,-0.075 [-0.087--0.06],7.081e-31,***,Influenza and pneumonia,Respiratory
J10_UPPERINFEC,1002,-0.077 [-0.089--0.06],2.055e-30,***,Acute upper respiratory infections,Respiratory
M13_HAMMERTOE,331,-0.081 [-0.094--0.07],1.742e-31,***,Other hammer toe(s) (acquired),Musculoskeletal
K11_BILIAOTH,6,-0.083 [-0.111--0.06],6.604e-04,***,Other diseases of biliary tract,Digestive
AB1_BACT_INTEST_OTH,357,-0.087 [-0.095--0.08],1.452e-105,***,Other bacterial intestinal infections,Infectious and parasitic
J10_ACUTEUPPERINFEC,241,-0.093 [-0.118--0.07],4.440e-08,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
H7_CHALAZION,671,-0.093 [-0.099--0.09],9.296e-220,***,Chalazion,Eye and adnexa
F5_DEPRESSIO,2165,-0.094 [-0.101--0.09],7.297e-137,***,Depression,Mental and behavioural
M13_SOFTTISSUEOTH,600,-0.097 [-0.113--0.08],6.400e-28,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
M13_ENTESOPATHYOTH,48,-0.109 [-0.127--0.09],3.033e-25,***,Other enthesopathies,Musculoskeletal
N14_PROSTHYPERPLA,3795,-0.115 [-0.120--0.11],1.000e-315,***,Hyperplasia of prostate,Genitourinary
KRA_PSY_ANYMENTAL,2504,-0.184 [-0.199--0.17],4.046e-129,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,-0.211 [-0.221--0.20],1.000e-315,***,Diseases of male genital organs,Genitourinary
N14_URINOTH,1485,-0.224 [-0.239--0.21],9.563e-197,***,Other diseases of urinary system,Genitourinary
E4_HYPERLIPMIX,365,-0.264 [-0.297--0.23],1.641e-49,***,Mixed hyperlipidaemia,Endocrine and metabolic
N14_CYSTITIS,693,-0.368 [-0.378--0.36],1.000e-315,***,Cystitis,Genitourinary
